desc	dist_to_obj	dist_to_recep	dist_obj_to_recep	agent_facing	intent
stand the tennis racket on the dresser	0.39	0.09	0.43	-0.14	13
balance the tennis racket on its handle on the dresser	0.97	3.04	3.26	0.9374	5
balance the tennis racket on its handle on the dresser	0.97	0.97	0.31	0.9374	9
balance the tennis racket on its handle on the dresser	0.4	3.26	3.34	-0.03	14
balance the tennis racket on its handle on the dresser	0.39	0.49	0.49	-0.99	13
take the tennis racket from the floor put it on the dresser	0.97	3.04	3.26	0.9374	5
take the tennis racket from the floor put it on the dresser	0.97	0.97	0.17	0.9374	9
take the tennis racket from the floor put it on the dresser	0.38	3.26	3.42	-0.61	14
take the tennis racket from the floor put it on the dresser	0.24	0.3	0.03	0.18	13
turn right and face the bed	0.97	-1	-1	0.9374	0
pick up the tennis racket under the bed	0.42	-1	5.25	-0.58	11
turn right to go to the dresser across the bedroom	-1	3.26	-1	1	0
stand up the tennis racket on its base on the top of the dresser next to the lamp	-1	0.11	0.47	-0.51	12
turn right towards the bed	0.97	-1	-1	0.9374	0
pick up the tennis racket from under the bed	0.37	7.16	6.0	-0.5	11
turn around then turn left and go to the dresser	-1	3.26	-1	1	0
set the tennis racket on its handle on the dresser	-1	0.06	1.35	-0.66	12
turn to the right	0.97	-1	-1	0.9374	0
take the tennis racket from the floor	0.17	-1	5.24	-0.8	11
take several steps to the right	-1	3.26	-1	1	0
put the tennis racket on the dresser	-1	0.11	3.32	0.52	2
turn right and face the bed pick up the tennis racket under the bed	0.97	-1	-1	0.9374	3
turn right and face the bed pick up the tennis racket under the bed turn right to go to the dresser across the bedroom	0.97	3.04	3.26	0.9374	4
turn right and face the bed pick up the tennis racket under the bed turn right to go to the dresser across the bedroom stand up the tennis racket on its base on the top of the dresser next to the lamp	0.97	3.04	3.26	0.9374	5
pick up the tennis racket under the bed turn right to go to the dresser across the bedroom	0.5	3.26	3.15	-0.03	15
pick up the tennis racket under the bed turn right to go to the dresser across the bedroom stand up the tennis racket on its base on the top of the dresser next to the lamp	0.42	3.26	3.2	-0.34	14
turn right to go to the dresser across the bedroom stand up the tennis racket on its base on the top of the dresser next to the lamp	0.0	3.41	-1	-0.3	8
turn right towards the bed pick up the tennis racket from under the bed	0.97	-1	-1	0.9374	3
turn right towards the bed pick up the tennis racket from under the bed turn around then turn left and go to the dresser	0.97	3.04	3.26	0.9374	4
turn right towards the bed pick up the tennis racket from under the bed turn around then turn left and go to the dresser set the tennis racket on its handle on the dresser	0.97	3.04	3.26	0.9374	5
pick up the tennis racket from under the bed turn around then turn left and go to the dresser	0.02	3.26	3.35	-0.11	15
pick up the tennis racket from under the bed turn around then turn left and go to the dresser set the tennis racket on its handle on the dresser	0.41	3.26	3.25	-0.94	14
turn around then turn left and go to the dresser set the tennis racket on its handle on the dresser	0.0	3.31	3.67	-0.24	8
turn to the right take the tennis racket from the floor	0.97	-1	-1	0.9374	3
turn to the right take the tennis racket from the floor take several steps to the right	0.97	3.04	3.26	0.9374	4
turn to the right take the tennis racket from the floor take several steps to the right put the tennis racket on the dresser	0.97	3.04	3.26	0.9374	5
take the tennis racket from the floor take several steps to the right	0.1	3.26	3.17	-0.28	15
take the tennis racket from the floor take several steps to the right put the tennis racket on the dresser	0.23	3.26	3.22	-0.19	14
take several steps to the right put the tennis racket on the dresser	0.0	3.41	-1	0.89	8
place a tennis racket on the dresser	3.29	1.42	3.26	0.9806	5
place a tennis racket on the dresser	3.29	3.29	0.1	0.9806	9
place a tennis racket on the dresser	0.43	3.26	3.39	0.19	14
place a tennis racket on the dresser	0.5	0.11	0.46	0.42	13
move the tennis racket to the dresser	3.29	1.42	3.26	0.9806	5
move the tennis racket to the dresser	3.29	3.29	0.24	0.9806	9
move the tennis racket to the dresser	0.21	3.26	3.06	-0.14	14
move the tennis racket to the dresser	0.48	0.24	0.46	0.43	13
move a tennis racket from the floor to a dresser	3.29	1.42	3.26	0.9806	5
move a tennis racket from the floor to a dresser	3.29	3.29	0.15	0.9806	9
move a tennis racket from the floor to a dresser	0.34	3.26	3.42	0.87	7
move a tennis racket from the floor to a dresser	0.11	0.22	0.35	-0.28	13
go forward to the bed and turn to the left and take a few steps forward and turn to the right and go to the wall and turn to the right facing the bed	3.29	-1	-1	0.9806	0
pick up the tennis racket from the floor by the bed	0.21	5.88	-1	0.53	1
turn to the right twice and take a step and turn to the left and go to the dresser	-1	3.26	-1	1	0
place the tennis racket on the dresser top right of the notebook computer	-1	0.47	-1	0.67	2
walk around the left side of the bed to the tennis racket	3.29	-1	-1	0.9806	0
pick up the tennis racket that is on the floor	0.39	-1	-1	-0.78	11
turn and walk up to the dresser	-1	3.26	-1	1	0
place the tennis racket on the right side of the dresser	4.68	0.24	-1	0.07	12
walk forward to the left side of the bed near the baseball bat	3.29	-1	-1	0.9806	0
pick up the tennis racket from the floor	0.42	-1	3.57	0.87	1
turn right and walk forward to the dresser against the wall	-1	3.26	-1	1	0
put the tennis racket on the dresser to the right of the laptop	3.07	0.44	2.02	0.51	2
go forward to the bed and turn to the left and take a few steps forward and turn to the right and go to the wall and turn to the right facing the bed pick up the tennis racket from the floor by the bed	3.29	-1	-1	0.9806	3
go forward to the bed and turn to the left and take a few steps forward and turn to the right and go to the wall and turn to the right facing the bed pick up the tennis racket from the floor by the bed turn to the right twice and take a step and turn to the left and go to the dresser	3.29	1.42	3.26	0.9806	4
go forward to the bed and turn to the left and take a few steps forward and turn to the right and go to the wall and turn to the right facing the bed pick up the tennis racket from the floor by the bed turn to the right twice and take a step and turn to the left and go to the dresser place the tennis racket on the dresser top right of the notebook computer	3.29	1.42	3.26	0.9806	5
pick up the tennis racket from the floor by the bed turn to the right twice and take a step and turn to the left and go to the dresser	0.18	3.26	3.41	-0.34	15
pick up the tennis racket from the floor by the bed turn to the right twice and take a step and turn to the left and go to the dresser place the tennis racket on the dresser top right of the notebook computer	0.02	3.26	3.25	-0.07	14
turn to the right twice and take a step and turn to the left and go to the dresser place the tennis racket on the dresser top right of the notebook computer	0.0	3.31	-1	-0.38	8
walk around the left side of the bed to the tennis racket pick up the tennis racket that is on the floor	3.29	-1	-1	0.9806	3
walk around the left side of the bed to the tennis racket pick up the tennis racket that is on the floor turn and walk up to the dresser	3.29	1.42	3.26	0.9806	4
walk around the left side of the bed to the tennis racket pick up the tennis racket that is on the floor turn and walk up to the dresser place the tennis racket on the right side of the dresser	3.29	1.42	3.26	0.9806	5
pick up the tennis racket that is on the floor turn and walk up to the dresser	0.13	3.26	3.42	0.03	15
pick up the tennis racket that is on the floor turn and walk up to the dresser place the tennis racket on the right side of the dresser	0.29	3.26	3.11	0.51	7
turn and walk up to the dresser place the tennis racket on the right side of the dresser	0.0	3.37	-1	0.73	8
walk forward to the left side of the bed near the baseball bat pick up the tennis racket from the floor	3.29	-1	-1	0.9806	3
walk forward to the left side of the bed near the baseball bat pick up the tennis racket from the floor turn right and walk forward to the dresser against the wall	3.29	1.42	3.26	0.9806	4
walk forward to the left side of the bed near the baseball bat pick up the tennis racket from the floor turn right and walk forward to the dresser against the wall put the tennis racket on the dresser to the right of the laptop	3.29	1.42	3.26	0.9806	5
pick up the tennis racket from the floor turn right and walk forward to the dresser against the wall	0.14	3.26	3.34	0.64	6
pick up the tennis racket from the floor turn right and walk forward to the dresser against the wall put the tennis racket on the dresser to the right of the laptop	0.19	3.26	3.21	0.77	7
turn right and walk forward to the dresser against the wall put the tennis racket on the dresser to the right of the laptop	0.0	3.4	-1	-0.64	8
put the tennis racket on the nightstand	1.17	3.03	3.77	-0.431	5
put the tennis racket on the nightstand	1.17	1.17	0.22	-0.431	9
put the tennis racket on the nightstand	0.19	3.77	3.85	-0.45	14
put the tennis racket on the nightstand	0.29	0.35	0.44	-0.92	13
prop a racquet against the wall on top of a nightstand	1.17	3.03	3.77	-0.431	5
prop a racquet against the wall on top of a nightstand	1.17	1.17	0.26	-0.431	9
prop a racquet against the wall on top of a nightstand	0.32	3.77	3.92	0.53	7
prop a racquet against the wall on top of a nightstand	0.13	0.45	0.4	-0.18	13
to place the racket on the table	1.17	3.03	3.77	-0.431	5
to place the racket on the table	1.17	1.17	0.45	-0.431	9
to place the racket on the table	0.38	3.77	3.82	0.2	14
to place the racket on the table	0.21	0.42	0.21	0.73	10
turn right to face the wall	1.17	-1	-1	-0.431	0
pick up the tennis racket from the floor	0.29	-1	4.49	-0.14	11
turn left then left again to go to the nightstand next to the bed	-1	3.77	-1	1	0
put the racket on the nightstand	1.02	0.44	-1	0.86	2
turn 90 degrees to your right and look down at the floor	1.17	-1	-1	-0.431	0
pick up the racquet from the floor in the corner	0.0	5.03	7.64	0.57	1
turn to your left and go counterclockwise around the room until you come to the nightstand at the right of the bed	-1	3.77	-1	1	0
stand the racquet upright on its handle against the wall just left of the center of the back of the nightstand	7.39	0.12	3.2	-0.02	12
turn to the right and look at the floor	1.17	-1	-1	-0.431	0
take the tennis racket that is on the floor next to the baseball bat	0.38	5.71	5.16	0.57	1
turn around and walk across the room to the table on the right side of the bed	-1	3.77	-1	1	0
place the tennis racket behind the keys on the bedside table	-1	0.08	6.31	0.71	2
turn right to face the wall pick up the tennis racket from the floor	1.17	-1	-1	-0.431	3
turn right to face the wall pick up the tennis racket from the floor turn left then left again to go to the nightstand next to the bed	1.17	3.03	3.77	-0.431	4
turn right to face the wall pick up the tennis racket from the floor turn left then left again to go to the nightstand next to the bed put the racket on the nightstand	1.17	3.03	3.77	-0.431	5
pick up the tennis racket from the floor turn left then left again to go to the nightstand next to the bed	0.06	3.77	3.79	0.99	6
pick up the tennis racket from the floor turn left then left again to go to the nightstand next to the bed put the racket on the nightstand	0.48	3.77	3.73	0.46	14
turn left then left again to go to the nightstand next to the bed put the racket on the nightstand	0.0	3.75	-1	0.06	8
turn 90 degrees to your right and look down at the floor pick up the racquet from the floor in the corner	1.17	-1	-1	-0.431	3
turn 90 degrees to your right and look down at the floor pick up the racquet from the floor in the corner turn to your left and go counterclockwise around the room until you come to the nightstand at the right of the bed	1.17	3.03	3.77	-0.431	4
turn 90 degrees to your right and look down at the floor pick up the racquet from the floor in the corner turn to your left and go counterclockwise around the room until you come to the nightstand at the right of the bed stand the racquet upright on its handle against the wall just left of the center of the back of the nightstand	1.17	3.03	3.77	-0.431	5
pick up the racquet from the floor in the corner turn to your left and go counterclockwise around the room until you come to the nightstand at the right of the bed	0.48	3.77	3.86	0.01	15
pick up the racquet from the floor in the corner turn to your left and go counterclockwise around the room until you come to the nightstand at the right of the bed stand the racquet upright on its handle against the wall just left of the center of the back of the nightstand	0.46	3.77	3.59	0.59	7
turn to your left and go counterclockwise around the room until you come to the nightstand at the right of the bed stand the racquet upright on its handle against the wall just left of the center of the back of the nightstand	0.0	3.9	-1	-0.14	8
turn to the right and look at the floor take the tennis racket that is on the floor next to the baseball bat	1.17	-1	-1	-0.431	3
turn to the right and look at the floor take the tennis racket that is on the floor next to the baseball bat turn around and walk across the room to the table on the right side of the bed	1.17	3.03	3.77	-0.431	4
turn to the right and look at the floor take the tennis racket that is on the floor next to the baseball bat turn around and walk across the room to the table on the right side of the bed place the tennis racket behind the keys on the bedside table	1.17	3.03	3.77	-0.431	5
take the tennis racket that is on the floor next to the baseball bat turn around and walk across the room to the table on the right side of the bed	0.0	3.77	3.78	0.72	6
take the tennis racket that is on the floor next to the baseball bat turn around and walk across the room to the table on the right side of the bed place the tennis racket behind the keys on the bedside table	0.16	3.77	3.88	0.75	7
turn around and walk across the room to the table on the right side of the bed place the tennis racket behind the keys on the bedside table	0.0	3.75	-1	0.43	8
put a racket on a night stand next to a bed	1.46	2.98	3.77	0.3654	5
put a racket on a night stand next to a bed	1.46	1.46	0.08	0.3654	9
put a racket on a night stand next to a bed	0.22	3.77	3.63	0.93	7
put a racket on a night stand next to a bed	0.43	0.11	0.12	-0.26	13
move a tennis racket from the corner of the room to the night stand	1.46	2.98	3.77	0.3654	5
move a tennis racket from the corner of the room to the night stand	1.46	1.46	0.48	0.3654	9
move a tennis racket from the corner of the room to the night stand	0.26	3.77	3.78	-0.15	14
move a tennis racket from the corner of the room to the night stand	0.24	0.16	0.45	0.69	10
move a tennis racket from the floor to a side table	1.46	2.98	3.77	0.3654	5
move a tennis racket from the floor to a side table	1.46	1.46	0.34	0.3654	9
move a tennis racket from the floor to a side table	0.33	3.77	3.92	0.56	7
move a tennis racket from the floor to a side table	0.15	0.03	0.49	0.33	13
go to the right and face the racket in the corner	1.46	-1	-1	0.3654	0
pick the racket up from off of the floor	0.02	-1	-1	0.89	1
turn around and go to the black night stand beside the bed	-1	3.77	-1	1	0
put the racket on the night stand	-1	0.22	7.75	0.72	2
move to the corner of the room where the tennis racket is	1.46	-1	-1	0.3654	0
pick up the tennis racket that is sitting on the floor	0.14	6.12	-1	0.66	1
move the racket to the night stand that is to the right of the bed	-1	3.77	-1	1	0
place the tennis racket on the night stand in front of the blue pen	-1	0.37	3.12	-0.72	12
turn right and walk to the tennis racket on the floor	1.46	-1	-1	0.3654	0
pick up the tennis racket from the floor	0.21	-1	-1	0.29	11
turn around and walk to the side table to the right of the bed	-1	3.77	-1	1	0
put the racket on the table leaning it against the wall	-1	0.26	-1	-0.44	12
go to the right and face the racket in the corner pick the racket up from off of the floor	1.46	-1	-1	0.3654	3
go to the right and face the racket in the corner pick the racket up from off of the floor turn around and go to the black night stand beside the bed	1.46	2.98	3.77	0.3654	4
go to the right and face the racket in the corner pick the racket up from off of the floor turn around and go to the black night stand beside the bed put the racket on the night stand	1.46	2.98	3.77	0.3654	5
pick the racket up from off of the floor turn around and go to the black night stand beside the bed	0.4	3.77	3.64	0.92	6
pick the racket up from off of the floor turn around and go to the black night stand beside the bed put the racket on the night stand	0.19	3.77	3.65	0.58	7
turn around and go to the black night stand beside the bed put the racket on the night stand	0.0	3.71	7.48	-0.93	8
move to the corner of the room where the tennis racket is pick up the tennis racket that is sitting on the floor	1.46	-1	-1	0.3654	3
move to the corner of the room where the tennis racket is pick up the tennis racket that is sitting on the floor move the racket to the night stand that is to the right of the bed	1.46	2.98	3.77	0.3654	4
move to the corner of the room where the tennis racket is pick up the tennis racket that is sitting on the floor move the racket to the night stand that is to the right of the bed place the tennis racket on the night stand in front of the blue pen	1.46	2.98	3.77	0.3654	5
pick up the tennis racket that is sitting on the floor move the racket to the night stand that is to the right of the bed	0.36	3.77	3.73	-0.17	15
pick up the tennis racket that is sitting on the floor move the racket to the night stand that is to the right of the bed place the tennis racket on the night stand in front of the blue pen	0.17	3.77	3.64	-0.43	14
move the racket to the night stand that is to the right of the bed place the tennis racket on the night stand in front of the blue pen	0.0	3.58	4.68	-0.82	8
turn right and walk to the tennis racket on the floor pick up the tennis racket from the floor	1.46	-1	-1	0.3654	3
turn right and walk to the tennis racket on the floor pick up the tennis racket from the floor turn around and walk to the side table to the right of the bed	1.46	2.98	3.77	0.3654	4
turn right and walk to the tennis racket on the floor pick up the tennis racket from the floor turn around and walk to the side table to the right of the bed put the racket on the table leaning it against the wall	1.46	2.98	3.77	0.3654	5
pick up the tennis racket from the floor turn around and walk to the side table to the right of the bed	0.24	3.77	3.65	0.52	6
pick up the tennis racket from the floor turn around and walk to the side table to the right of the bed put the racket on the table leaning it against the wall	0.06	3.77	3.91	-0.84	14
turn around and walk to the side table to the right of the bed put the racket on the table leaning it against the wall	0.0	3.6	-1	0.74	8
placing a tennis racket on a table	2.81	1.68	3.77	-0.7783	5
placing a tennis racket on a table	2.81	2.81	0.4	-0.7783	9
placing a tennis racket on a table	0.16	3.77	3.63	0.83	7
placing a tennis racket on a table	0.32	0.47	0.23	-0.37	13
move a tennis racket from the floor to the night stand	2.81	1.68	3.77	-0.7783	5
move a tennis racket from the floor to the night stand	2.81	2.81	0.19	-0.7783	9
move a tennis racket from the floor to the night stand	0.05	3.77	3.86	0.3	14
move a tennis racket from the floor to the night stand	0.33	0.4	0.34	0.38	13
to move a tennis racket to the bedside table	2.81	1.68	3.77	-0.7783	5
to move a tennis racket to the bedside table	2.81	2.81	0.39	-0.7783	9
to move a tennis racket to the bedside table	0.12	3.77	3.88	-0.37	14
to move a tennis racket to the bedside table	0.39	0.01	0.42	0.95	10
turn right and walk to the corner of the room where the bat and tennis racket are	2.81	-1	-1	-0.7783	0
pick up the tennis racket from the floor	0.01	1.5	-1	0.31	11
turn left and walk over to the bedside table passing the desk	-1	3.77	-1	1	0
place the tennis racket on the table	-1	0.14	-1	0.83	2
move to the corner of the room where the tennis racket is	2.81	-1	-1	-0.7783	0
pick up the tennis racket on the floor in the corner	0.08	-1	2.83	0.95	1
carry the tennis racket to the black night stand next to the bed	-1	3.77	-1	1	0
place the tennis racket on top of the night stand to the left of the phone	-1	0.37	6.09	0.56	2
turn around and walk to the other side of the room then turn left and look down at the floor	2.81	-1	-1	-0.7783	0
pick up the tennis racket that is on the floor next to the baseball bat	0.41	1.76	-1	0.01	11
turn to the left and walk over to the desk then turn left and walk across the room to the bedside table	-1	3.77	-1	1	0
place the tennis racket on the bedside table next to the cell phone	-1	0.36	7.55	0.51	2
turn right and walk to the corner of the room where the bat and tennis racket are pick up the tennis racket from the floor	2.81	-1	-1	-0.7783	3
turn right and walk to the corner of the room where the bat and tennis racket are pick up the tennis racket from the floor turn left and walk over to the bedside table passing the desk	2.81	1.68	3.77	-0.7783	4
turn right and walk to the corner of the room where the bat and tennis racket are pick up the tennis racket from the floor turn left and walk over to the bedside table passing the desk place the tennis racket on the table	2.81	1.68	3.77	-0.7783	5
pick up the tennis racket from the floor turn left and walk over to the bedside table passing the desk	0.4	3.77	3.63	-0.88	15
pick up the tennis racket from the floor turn left and walk over to the bedside table passing the desk place the tennis racket on the table	0.25	3.77	3.64	0.51	7
turn left and walk over to the bedside table passing the desk place the tennis racket on the table	0.0	3.84	0.55	0.45	8
move to the corner of the room where the tennis racket is pick up the tennis racket on the floor in the corner	2.81	-1	-1	-0.7783	3
move to the corner of the room where the tennis racket is pick up the tennis racket on the floor in the corner carry the tennis racket to the black night stand next to the bed	2.81	1.68	3.77	-0.7783	4
move to the corner of the room where the tennis racket is pick up the tennis racket on the floor in the corner carry the tennis racket to the black night stand next to the bed place the tennis racket on top of the night stand to the left of the phone	2.81	1.68	3.77	-0.7783	5
pick up the tennis racket on the floor in the corner carry the tennis racket to the black night stand next to the bed	0.1	3.77	3.96	0.89	6
pick up the tennis racket on the floor in the corner carry the tennis racket to the black night stand next to the bed place the tennis racket on top of the night stand to the left of the phone	0.27	3.77	3.59	0.92	7
carry the tennis racket to the black night stand next to the bed place the tennis racket on top of the night stand to the left of the phone	0.0	3.72	1.85	0.76	8
turn around and walk to the other side of the room then turn left and look down at the floor pick up the tennis racket that is on the floor next to the baseball bat	2.81	-1	-1	-0.7783	3
turn around and walk to the other side of the room then turn left and look down at the floor pick up the tennis racket that is on the floor next to the baseball bat turn to the left and walk over to the desk then turn left and walk across the room to the bedside table	2.81	1.68	3.77	-0.7783	4
turn around and walk to the other side of the room then turn left and look down at the floor pick up the tennis racket that is on the floor next to the baseball bat turn to the left and walk over to the desk then turn left and walk across the room to the bedside table place the tennis racket on the bedside table next to the cell phone	2.81	1.68	3.77	-0.7783	5
pick up the tennis racket that is on the floor next to the baseball bat turn to the left and walk over to the desk then turn left and walk across the room to the bedside table	0.26	3.77	3.74	1.0	6
pick up the tennis racket that is on the floor next to the baseball bat turn to the left and walk over to the desk then turn left and walk across the room to the bedside table place the tennis racket on the bedside table next to the cell phone	0.03	3.77	3.77	-0.79	14
turn to the left and walk over to the desk then turn left and walk across the room to the bedside table place the tennis racket on the bedside table next to the cell phone	0.0	3.63	-1	0.66	8
move tissues to the trash bin	1.8	2.11	2.91	-0.883	5
move tissues to the trash bin	1.8	1.8	0.21	-0.883	9
move tissues to the trash bin	0.45	2.91	3.06	0.98	7
move tissues to the trash bin	0.17	0.28	0.43	0.12	13
put the tissue box in the trash	1.8	2.11	2.91	-0.883	5
put the tissue box in the trash	1.8	1.8	0.33	-0.883	9
put the tissue box in the trash	0.03	2.91	2.74	0.31	14
put the tissue box in the trash	0.45	0.08	0.16	-0.11	13
put tissues in the trash can	1.8	2.11	2.91	-0.883	5
put tissues in the trash can	1.8	1.8	0.36	-0.883	9
put tissues in the trash can	0.23	2.91	2.86	0.96	7
put tissues in the trash can	0.4	0.33	0.28	-0.24	13
move to the far right side of the counter that is to the right of the toilet	-1	-1	-1	-0.883	0
pick up the tissue box on the far right side of the counter	0.45	-1	0.68	0.8	1
carry the tissue box to the trash bin to the right of the sink	-1	2.91	-1	1	0
place the tissues in the trash bin	-1	0.07	-1	-0.09	12
turn around head to the counter	-1	-1	-1	-0.883	0
take the box of tissues off the counter	0.41	0.37	-1	0.98	1
head to the left to the door	-1	2.91	-1	1	0
put the box of tissues in the trash	-1	0.29	5.77	0.92	2
turn around and go to stand in front of the white cabinet towards the right side	-1	-1	-1	-0.883	0
pick up the tissues on the right side	0.27	4.38	3.34	-0.92	11
go left and then left again to stand in front of the trash can to the right of the sink	-1	2.91	-1	1	0
put the tissues in the trash can	4.27	0.47	-1	0.93	2
move to the far right side of the counter that is to the right of the toilet pick up the tissue box on the far right side of the counter	1.8	-1	-1	-0.883	3
move to the far right side of the counter that is to the right of the toilet pick up the tissue box on the far right side of the counter carry the tissue box to the trash bin to the right of the sink	1.8	2.11	2.91	-0.883	4
move to the far right side of the counter that is to the right of the toilet pick up the tissue box on the far right side of the counter carry the tissue box to the trash bin to the right of the sink place the tissues in the trash bin	1.8	2.11	2.91	-0.883	5
pick up the tissue box on the far right side of the counter carry the tissue box to the trash bin to the right of the sink	0.0	2.91	2.88	0.12	15
pick up the tissue box on the far right side of the counter carry the tissue box to the trash bin to the right of the sink place the tissues in the trash bin	0.11	2.91	2.83	0.08	14
carry the tissue box to the trash bin to the right of the sink place the tissues in the trash bin	0.0	2.84	7.4	0.62	8
turn around head to the counter take the box of tissues off the counter	1.8	-1	-1	-0.883	3
turn around head to the counter take the box of tissues off the counter head to the left to the door	1.8	2.11	2.91	-0.883	4
turn around head to the counter take the box of tissues off the counter head to the left to the door put the box of tissues in the trash	1.8	2.11	2.91	-0.883	5
take the box of tissues off the counter head to the left to the door	0.36	2.91	2.91	0.04	15
take the box of tissues off the counter head to the left to the door put the box of tissues in the trash	0.1	2.91	2.74	-0.77	14
head to the left to the door put the box of tissues in the trash	0.0	3.09	7.59	0.77	8
turn around and go to stand in front of the white cabinet towards the right side pick up the tissues on the right side	1.8	-1	-1	-0.883	3
turn around and go to stand in front of the white cabinet towards the right side pick up the tissues on the right side go left and then left again to stand in front of the trash can to the right of the sink	1.8	2.11	2.91	-0.883	4
turn around and go to stand in front of the white cabinet towards the right side pick up the tissues on the right side go left and then left again to stand in front of the trash can to the right of the sink put the tissues in the trash can	1.8	2.11	2.91	-0.883	5
pick up the tissues on the right side go left and then left again to stand in front of the trash can to the right of the sink	0.26	2.91	2.88	0.02	15
pick up the tissues on the right side go left and then left again to stand in front of the trash can to the right of the sink put the tissues in the trash can	0.0	2.91	2.82	0.89	7
go left and then left again to stand in front of the trash can to the right of the sink put the tissues in the trash can	0.0	3.0	0.41	-0.61	8
place a paper box in the trash can	1.82	1.81	2.76	0.4757	5
place a paper box in the trash can	1.82	1.82	0.17	0.4757	9
place a paper box in the trash can	0.1	2.76	2.76	-0.95	14
place a paper box in the trash can	0.43	0.22	0.15	-0.97	13
put a box of tissues in the garbage	1.82	1.81	2.76	0.4757	5
put a box of tissues in the garbage	1.82	1.82	0.01	0.4757	9
put a box of tissues in the garbage	0.47	2.76	2.82	0.62	7
put a box of tissues in the garbage	0.04	0.08	0.49	0.65	10
move a box of tissue to the waste bin	1.82	1.81	2.76	0.4757	5
move a box of tissue to the waste bin	1.82	1.82	0.08	0.4757	9
move a box of tissue to the waste bin	0.44	2.76	2.56	-0.48	14
move a box of tissue to the waste bin	0.36	0.29	0.18	0.79	10
turn right and head towards the shelf	-1	-1	-1	0.4757	0
pick up the paper box from the top of the cupboard	0.19	-1	5.15	-0.46	11
turn around and head towards the bin	-1	2.76	-1	1	0
trash the paper box	-1	0.37	3.91	0.2	12
take a step forward then turn right and walk to the counter	-1	-1	-1	0.4757	0
pick up the box of tissues	0.49	-1	-1	0.59	1
turn left and take a step then turn left and walk to the garbage	-1	2.76	-1	1	0
put the tissues in the garbage	0.52	0.13	-1	0.7	2
turn to your right and walk up to the bathroom counter	-1	-1	-1	0.4757	0
pick up the box of tissue that is sitting on the counter	0.49	4.77	-1	-0.93	11
turn around and walk over to the waste bin that is to the right of the bathroom sink	-1	2.76	-1	1	0
place the box of tissue in the waste bin	-1	0.2	0.12	0.73	2
turn right and head towards the shelf pick up the paper box from the top of the cupboard	1.82	-1	-1	0.4757	3
turn right and head towards the shelf pick up the paper box from the top of the cupboard turn around and head towards the bin	1.82	1.81	2.76	0.4757	4
turn right and head towards the shelf pick up the paper box from the top of the cupboard turn around and head towards the bin trash the paper box	1.82	1.81	2.76	0.4757	5
pick up the paper box from the top of the cupboard turn around and head towards the bin	0.5	2.76	2.91	0.24	15
pick up the paper box from the top of the cupboard turn around and head towards the bin trash the paper box	0.22	2.76	2.71	0.15	14
turn around and head towards the bin trash the paper box	0.0	2.82	1.16	0.9	8
take a step forward then turn right and walk to the counter pick up the box of tissues	1.82	-1	-1	0.4757	3
take a step forward then turn right and walk to the counter pick up the box of tissues turn left and take a step then turn left and walk to the garbage	1.82	1.81	2.76	0.4757	4
take a step forward then turn right and walk to the counter pick up the box of tissues turn left and take a step then turn left and walk to the garbage put the tissues in the garbage	1.82	1.81	2.76	0.4757	5
pick up the box of tissues turn left and take a step then turn left and walk to the garbage	0.36	2.76	2.91	0.51	6
pick up the box of tissues turn left and take a step then turn left and walk to the garbage put the tissues in the garbage	0.08	2.76	2.57	-0.72	14
turn left and take a step then turn left and walk to the garbage put the tissues in the garbage	0.0	2.7	-1	0.55	8
turn to your right and walk up to the bathroom counter pick up the box of tissue that is sitting on the counter	1.82	-1	-1	0.4757	3
turn to your right and walk up to the bathroom counter pick up the box of tissue that is sitting on the counter turn around and walk over to the waste bin that is to the right of the bathroom sink	1.82	1.81	2.76	0.4757	4
turn to your right and walk up to the bathroom counter pick up the box of tissue that is sitting on the counter turn around and walk over to the waste bin that is to the right of the bathroom sink place the box of tissue in the waste bin	1.82	1.81	2.76	0.4757	5
pick up the box of tissue that is sitting on the counter turn around and walk over to the waste bin that is to the right of the bathroom sink	0.41	2.76	2.64	-0.32	15
pick up the box of tissue that is sitting on the counter turn around and walk over to the waste bin that is to the right of the bathroom sink place the box of tissue in the waste bin	0.23	2.76	2.82	0.37	14
turn around and walk over to the waste bin that is to the right of the bathroom sink place the box of tissue in the waste bin	0.0	2.78	3.07	0.93	8
place a paper box in the bin	1.86	1.54	2.91	-0.313	5
place a paper box in the bin	1.86	1.86	0.35	-0.313	9
place a paper box in the bin	0.39	2.91	3.02	0.83	7
place a paper box in the bin	0.13	0.48	0.49	0.28	13
put tissues in a trash can	1.86	1.54	2.91	-0.313	5
put tissues in a trash can	1.86	1.86	0.21	-0.313	9
put tissues in a trash can	0.33	2.91	2.75	0.1	14
put tissues in a trash can	0.48	0.45	0.35	0.3	13
move a box of tissue to the waste bin	1.86	1.54	2.91	-0.313	5
move a box of tissue to the waste bin	1.86	1.86	0.19	-0.313	9
move a box of tissue to the waste bin	0.08	2.91	3.0	0.89	7
move a box of tissue to the waste bin	0.49	0.24	0.28	0.85	10
turn left towards the cupboard	-1	-1	-1	-0.313	0
pick up the paper box	0.47	-1	-1	-0.1	11
turn around towards the bin	-1	2.91	-1	1	0
trash the paper box	-1	0.42	4.93	-0.69	12
turn to the left and face the white cabinet	-1	-1	-1	-0.313	0
pick the tissues up from the cabinet	0.21	-1	7.92	0.73	1
turn around and face the trash can to the right of the sink	-1	2.91	-1	1	0
